pattern,prob_feature,occur_feature,log_occur_feature,prob_log_occur,constant,outsideSentence,new_outside,frequency,quote,dash,parenthesis,capital,avg_idf,stop_ratio,first_stop,last_stop,F1.1,F4.1
place for,8.2252574329,0.0319762084,25.5485585651,0.0010477850,1,0.2059093076,0.2499229266,147,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0149080595,0.5000000000,0,1,0.0000000000,0.0000000000
if you are not,15.8904028595,0.0148902838,9.1728400373,0.0002058151,1,0.2896579832,0.3581918146,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0115194379,1.0000000000,1,1,0.0000000000,0.0000000000
and lots of,4.9159901156,0.0094173434,6.3699727242,0.0001292814,1,0.3003682838,0.8533805294,16,0.0000000000,0.0588235294,0.0000000000,0.0588235294,0.0180403660,0.6666666667,1,1,0.0000000000,0.0000000000
new indian restaurant,48.3873690610,0.0276371299,14.5147825479,0.0002755579,1,0.1177336451,0.1516117221,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0091631205,0.3333333333,1,0,0.0000000000,0.0000000000
a perfect,8.8223404519,0.0152077969,12.1226220362,0.0002283098,1,0.2202723564,0.5410767313,31,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0147850988,0.5000000000,1,0,0.0000000000,0.0000000000
and they have,2.8828814831,0.0090145970,5.2939515447,0.0001343038,1,0.2295025265,0.2954323570,25,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0187989076,1.0000000000,1,1,0.0000000000,0.0000000000
the meal,9.1773753029,0.0354576789,28.2145098479,0.0012147226,1,0.3096710329,1.4053986277,162,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0230254593,0.5000000000,1,0,0.0000000000,0.0000000000
not get,3.4933554757,0.0061970731,4.5100497068,0.0000550047,1,0.0458030953,0.0469496839,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0097208756,1.0000000000,1,1,0.0000000000,0.0000000000
was a nice,9.4338627474,0.0172578508,11.8757491580,0.0003188441,1,0.2268928387,0.4828825368,28,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0202192357,0.6666666667,1,0,0.0000000000,0.0000000000
long as,32.7064265253,0.0241001499,15.9820607955,0.0002477362,1,0.4912563843,0.7657160343,21,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0070237276,0.5000000000,0,1,0.0000000000,0.0000000000
we found this place,61.3055753051,0.0329953837,15.4001783442,0.0003898225,1,0.1820374501,0.2965786388,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0120176878,0.7500000000,1,0,0.0000000000,0.0000000000
because my,3.7358059013,0.0056206391,4.1677667398,0.0000445811,1,0.1492861217,0.1887359991,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0095103327,1.0000000000,1,1,0.0000000000,0.0000000000
surprised to,10.6233133420,0.0116083147,9.1520570063,0.0001198979,1,0.1538344309,0.4473058883,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0130931159,0.5000000000,0,1,0.0000000000,0.0000000000
from my,8.6748694640,0.0187648735,14.9679000332,0.0003507750,1,0.1569213962,0.1963522561,48,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0110209120,1.0000000000,1,1,0.0000000000,0.0000000000
the delicious,1.0316347806,0.0050298558,0.1677193946,0.0000030551,1,0.2710032552,1.0496326596,29,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0238380097,0.5000000000,1,0,0.0000000000,0.0000000000
to find out,38.6843426702,0.0264174272,14.6217397440,0.0002967546,1,0.2081714518,0.4979958531,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0121747864,1.0000000000,1,1,0.0000000000,0.0000000000
from and,0.6993786065,0.0032627663,-1.5170115151,-0.0000217707,1,0.1872689982,0.3493814906,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0190709111,1.0000000000,1,1,0.0000000000,0.0000000000
new to indian food,98.5622537431,0.0370843639,15.2255908403,0.0003416234,1,0.2175723613,0.2926231481,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0153427158,0.5000000000,1,0,0.0000000000,0.0000000000
after ordering,107.0393667095,0.0315545257,15.4992399590,0.0001738817,1,0.0000000000,0.0000000000,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0029926616,0.5000000000,1,0,0.0000000000,0.0000000000
i was here,4.8848810311,0.0081298126,5.4945672183,0.0000965745,1,0.2969772895,0.5962442931,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0220582204,1.0000000000,1,1,0.0000000000,0.0000000000
it was perfect,32.2669795501,0.0282913333,16.2947126152,0.0003877898,1,0.2766727571,0.5513604791,22,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0168583058,0.6666666667,1,0,0.0000000000,0.0000000000
with it,1.7962014721,0.0090566577,4.3038084091,0.0001069786,1,0.2666666667,0.3346040113,54,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0179858418,1.0000000000,1,1,0.0000000000,0.0000000000
back and try,202.8356775300,0.0740867787,26.0253199097,0.0006469043,1,0.0916183274,0.2032704229,24,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0145684929,1.0000000000,1,1,0.0000000000,0.0000000000
the veggie,8.0227597824,0.0172775350,13.8122993556,0.0003099127,1,0.2514334777,1.1566663857,44,0.0000000000,0.0000000000,0.0000000000,0.0681818182,0.0217493720,0.5000000000,1,0,0.0000000000,0.0000000000
have to come,14.6330272202,0.0128448787,8.4852799174,0.0001361459,1,0.1363054905,0.2692129188,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0139157180,1.0000000000,1,1,0.0000000000,0.0000000000
tamarind sauce,594.1136481757,0.1207055704,34.3954279664,0.0006265371,1,0.2068509502,0.3113404071,29,0.0000000000,0.0000000000,0.0000000000,0.0645161290,0.0024839743,0.0000000000,0,0,3.0146851797,0.0019794246
my personal,159.7057022809,0.0493048921,21.5243279902,0.0003088965,1,0.0900733443,0.2436939085,18,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0073655602,0.5000000000,1,0,0.0000000000,0.0000000000
first indian,5.2800342494,0.0087123714,6.8605697991,0.0000956823,1,0.0836031970,0.1040891279,17,0.0000000000,0.0000000000,0.0000000000,0.1764705882,0.0100253288,0.5000000000,1,0,0.0000000000,0.0000000000
made our,14.1704146157,0.0124812046,9.5588800272,0.0001165805,1,0.1384572618,0.1479754678,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0064066855,1.0000000000,1,1,0.0000000000,0.0000000000
the all,0.1909504221,0.0012707317,-5.2359142129,-0.0000560067,1,0.2790861721,0.9824154345,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0254690151,1.0000000000,1,1,0.0000000000,0.0000000000
you get to,8.0395074698,0.0131236440,9.0855486944,0.0002009400,1,0.2916302622,0.3777230071,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0152019413,1.0000000000,1,1,0.0000000000,0.0000000000
my friends,102.7346622860,0.0977571182,48.5823945515,0.0017235439,1,0.1350382721,0.2575040234,110,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0083502641,0.5000000000,1,0,0.0000000000,0.0000000000
of basmati,12.0398880041,0.0119390230,9.3100859670,0.0001178324,1,0.1798157199,0.6288235979,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0118098856,0.5000000000,1,0,0.0000000000,0.0000000000
a starter,24.3576951756,0.0175775068,12.3658464464,0.0001620006,1,0.2586076843,0.7987965820,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0139292579,0.5000000000,1,0,0.0000000000,0.0000000000
care of,34.0751547285,0.0347886129,22.8677376043,0.0005012968,1,0.1395860181,0.3020751294,42,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0118386685,0.5000000000,0,1,0.0000000000,0.0000000000
the reviews on,11.3812611283,0.0124093414,8.4245851160,0.0001480736,1,0.1439394161,0.4952029527,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0188391220,0.6666666667,1,1,0.0000000000,0.0000000000
i shared,19.5382157768,0.0177179226,12.9562706139,0.0001910310,1,0.0813945009,0.3586691298,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0152977660,0.5000000000,1,0,0.0000000000,0.0000000000
wait to go back,549.9509359377,0.1791348429,42.7953428686,0.0019635977,1,0.0637836081,0.1556017736,46,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0104653404,0.7500000000,0,1,2.2727022932,0.0038017813
i highly recommend this,26.2223422267,0.0237793172,13.4685855063,0.0003756847,1,0.1418905617,0.4271755160,17,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0123047714,0.5000000000,1,1,0.0000000000,0.0000000000
peppers and,15.8704547566,0.0132086950,9.9673993557,0.0001215628,1,0.2054813552,1.2444992974,13,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0155010445,0.5000000000,0,1,0.0000000000,0.0000000000
because i was,7.2757895699,0.0107168463,7.4255149191,0.0001409707,1,0.4911697223,1.0418637877,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0206025767,1.0000000000,1,1,0.0000000000,0.0000000000
it for the,0.9652858061,0.0032990650,-0.1117265881,-0.0000017926,1,0.3668319614,0.7672992628,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0269947522,1.0000000000,1,1,0.0000000000,0.0000000000
in flavor,6.2775621316,0.0089234889,7.1145995682,0.0000932059,1,0.3308136386,0.7089465082,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0103886793,0.5000000000,1,0,0.0000000000,0.0000000000
forward to,91.0803194441,0.0799548601,41.1039235258,0.0012666873,1,0.1911938755,0.6747800160,83,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0129028083,0.5000000000,0,1,0.0000000000,0.0000000000
sauces are,25.4620071916,0.0160742416,11.2139461947,0.0001314002,1,0.2380970435,0.3538455489,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0061849040,0.5000000000,0,1,0.0000000000,0.0000000000
buffet at,5.7034670147,0.0116209607,9.2128988963,0.0001649007,1,0.1086907263,0.1037805565,28,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0102924835,0.5000000000,0,1,0.0000000000,0.0000000000
but he,10.2246582686,0.0176428686,13.9488136812,0.0002830972,1,0.2557493935,0.1849528678,36,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0102582487,1.0000000000,1,1,0.0000000000,0.0000000000
can be a bit,95.1582843808,0.0439463157,15.7808592101,0.0003698268,1,0.1574063128,0.3733770366,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0117891242,0.7500000000,1,0,0.0000000000,0.0000000000
one of my favorite,166.8856383862,0.1199784141,36.5448943831,0.0017655860,1,0.1121699124,0.1946805833,51,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0119944859,0.7500000000,1,0,0.0000000000,0.0000000000
restaurant which,4.1005806196,0.0058886566,4.4623803785,0.0000477324,1,0.1332411430,0.1222792418,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0081623922,0.5000000000,0,1,0.0000000000,0.0000000000
the staff are,24.1093048235,0.0333846778,20.3785694841,0.0006620701,1,0.2473415935,0.9555711506,41,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0188099864,0.6666666667,1,1,0.0000000000,0.0000000000
excited to see,466.2245702571,0.0725037544,19.4311445382,0.0003117717,1,0.1435876538,0.5321252077,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0095367815,0.6666666667,0,1,0.4924687939,-0.0003841935
reason to,13.3739926895,0.0130247597,10.0438540985,0.0001315810,1,0.1937017298,0.8314514299,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0129870875,0.5000000000,0,1,0.0000000000,0.0000000000
their chicken,11.0281013790,0.0190711213,14.9907847493,0.0003166677,1,0.2603432114,0.3169579249,39,0.0000000000,0.0000000000,0.0000000000,0.0769230769,0.0097592773,0.5000000000,1,0,0.0000000000,0.0000000000
and our,1.7647679936,0.0087241364,4.0564687011,0.0000979897,1,0.3109585987,0.5653530060,51,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0196539183,1.0000000000,1,1,0.0000000000,0.0000000000
both the,2.3150859251,0.0076636866,4.5978395010,0.0000851847,1,0.3421781141,1.6358384519,30,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0225893905,1.0000000000,1,1,0.0000000000,0.0000000000
in here,3.0969306516,0.0094362350,6.5913751281,0.0001300058,1,0.1404356872,0.2114626938,34,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0133261664,1.0000000000,1,1,0.0000000000,0.0000000000
it has,17.9369990764,0.0389465006,28.8686556708,0.0009765032,1,0.1897476954,0.3169220434,100,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0130065084,1.0000000000,1,1,0.0000000000,0.0000000000
that said,20.1940543192,0.0237389923,17.2646409095,0.0003354761,1,0.0853672910,0.1275975672,33,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0092321658,1.0000000000,1,1,0.0000000000,0.0000000000
the variety,3.5763339062,0.0088674603,6.4978754873,0.0001120741,1,0.2815378500,1.4260613827,26,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0219620102,0.5000000000,1,0,0.0000000000,0.0000000000
was more than enough,27.1842687227,0.0185694058,10.4438597907,0.0002234283,1,0.1302202605,0.3247261415,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0105323051,1.0000000000,1,1,0.0000000000,0.0000000000
and nepalese,10.3298817942,0.0098025162,7.7444543368,0.0000868829,1,0.2340836694,0.8961190952,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0155789788,0.5000000000,1,0,0.0000000000,0.0000000000
the drinks,4.2096238029,0.0075470145,5.7494931428,0.0000777923,1,0.2396876880,1.0313383302,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0215216106,0.5000000000,1,0,0.0000000000,0.0000000000
a couple of weeks,42.4698274856,0.0232102291,11.8547271465,0.0002536113,1,0.2433775719,0.6926556186,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0130710102,0.5000000000,1,0,0.0000000000,0.0000000000
felt the,2.3060071567,0.0046314845,2.7710981374,0.0000310882,1,0.3148841485,1.9263385039,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0216482838,0.5000000000,0,1,0.0000000000,0.0000000000
not at all,28.3499232835,0.0252844703,14.9576146959,0.0003394030,1,0.0872998921,0.0733998961,20,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0108022493,1.0000000000,1,1,0.0000000000,0.0000000000
for lunch and,5.4167362462,0.0137598154,9.4067015083,0.0002657398,1,0.2918483621,0.5793637153,31,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0190095630,0.6666666667,1,1,0.0000000000,0.0000000000
that did,4.6773403868,0.0065961326,5.1166554185,0.0000574023,1,0.2094555851,0.4345371945,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0096717002,1.0000000000,1,1,0.0000000000,0.0000000000
i found it,17.6843498821,0.0194640973,12.5217220830,0.0002769359,1,0.2938319174,0.6968316865,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0177831269,1.0000000000,1,1,0.0000000000,0.0000000000
to the dhaba,10.8094951222,0.0130626004,8.9067345075,0.0001690911,1,0.3596360480,1.0750268655,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0226958015,0.6666666667,1,0,0.0000000000,0.0000000000
the very,0.4990161500,0.0037878285,-4.0531927333,-0.0000799436,1,0.3445511682,1.1300586730,34,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0263342034,1.0000000000,1,1,0.0000000000,0.0000000000
i would probably,32.7228388291,0.0201458106,11.5686302754,0.0001946779,1,0.1948198282,0.6950296538,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0129864455,1.0000000000,1,1,0.0000000000,0.0000000000
excellent food,13.7487733984,0.0236236035,18.1584715734,0.0004255465,1,0.1058249567,0.1514634258,48,0.0000000000,0.0000000000,0.0000000000,0.0208333333,0.0107992637,0.0000000000,0,0,0.0000000000,0.0000000000
curry houses,681.2177009688,0.0796036266,21.6372685498,0.0002427425,1,0.0912586810,0.1768787453,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0035792759,0.0000000000,0,0,5.1115221222,0.0006968645
a bit slow,59.0065165628,0.0355541014,17.7740550712,0.0003930988,1,0.1084921164,0.2215317750,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0110355911,0.3333333333,1,0,0.0000000000,0.0000000000
in its,6.5921361985,0.0094442315,7.5435098143,0.0001020659,1,0.2335403392,0.4231914015,16,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0104115262,1.0000000000,1,1,0.0000000000,0.0000000000
both were,41.8302891442,0.0449031088,28.1882181124,0.0007198668,1,0.1259779818,0.1740646249,57,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0080608494,1.0000000000,1,1,0.0000000000,0.0000000000
because we,13.2751922465,0.0232131767,17.9156202871,0.0004198552,1,0.2636139392,0.5731520298,48,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0119643469,1.0000000000,1,1,0.0000000000,0.0000000000
food places,4.5859316344,0.0062274082,4.8161276160,0.0000515163,1,0.1417536918,0.2358974824,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0102075058,0.0000000000,0,0,0.0000000000,0.0000000000
heat level,484.7887596899,0.0671531149,20.5090566582,0.0002300854,1,0.2323042714,0.2253955890,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0014565018,0.0000000000,0,0,0.8530114494,-0.0000467456
delicious food and,8.7200300861,0.0108620684,7.5019370518,0.0001318568,1,0.1891842002,0.2693147832,12,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0180305828,0.3333333333,0,1,0.0000000000,0.0000000000
shrimp dish,122.8778764406,0.0338085652,15.9569153009,0.0001790162,1,0.1406757587,0.1666666667,11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0030735961,0.0000000000,0,0,0.0000000000,0.0000000000
indian food and this,20.1496400426,0.0195802600,11.6312910070,0.0003047549,1,0.4341085846,0.6389995472,15,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0195631601,0.5000000000,0,1,0.0000000000,0.0000000000
have this,0.7438585367,0.0025080646,-0.9357318770,-0.0000100092,1,0.3000000000,0.3463674570,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0137096835,1.0000000000,1,1,0.0000000000,0.0000000000
top notch,4351.9578680203,0.3266892841,45.1189630805,0.0008218739,1,0.0000000000,0.0000000000,29,0.0000000000,0.2413793103,0.0000000000,0.0000000000,0.0010528774,0.5000000000,1,0,16.4764666552,0.0020666591
if you like indian,67.1444355377,0.0538125597,24.5299169663,0.0009676373,1,0.2228208250,0.2081733198,34,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0117995415,0.7500000000,1,0,0.0000000000,0.0000000000
heat and,3.9128340130,0.0057522700,4.3141750016,0.0000461471,1,0.3570181146,1.3430165506,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0159279440,0.5000000000,0,1,0.0000000000,0.0000000000
the bar,10.8894782401,0.0214576465,16.8842746774,0.0004038448,1,0.3118782154,1.3564397244,50,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0216363664,0.5000000000,1,0,0.0000000000,0.0000000000
and ambiance,4.0158033291,0.0058274662,4.3963167019,0.0000470258,1,0.2123070216,0.9577445253,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0159017016,0.5000000000,1,0,0.0000000000,0.0000000000
i guess,70.0263485804,0.0750042879,41.4128774831,0.0013653510,1,0.2116279181,0.7531672298,95,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0154234227,0.5000000000,1,0,0.0000000000,0.0000000000
were three,18.3646935315,0.0124619324,9.2035877436,0.0000984474,1,0.0548152018,0.0880431472,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0071810475,1.0000000000,1,1,0.0000000000,0.0000000000
were good and,6.2712545139,0.0084089183,5.8058672068,0.0000931548,1,0.2770497499,0.5916739697,10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0187431488,1.0000000000,1,1,0.0000000000,0.0000000000
was good and,6.1197126311,0.0189421863,13.0630214451,0.0004779513,1,0.4390052687,0.6813887683,52,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0236485082,1.0000000000,1,1,0.0000000000,0.0000000000
eat there,25.0706411126,0.0256364045,17.9376524434,0.0003378264,1,0.0622148119,0.0658594316,31,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0068667065,0.5000000000,0,1,0.0000000000,0.0000000000
especially for,14.7607518829,0.0154001372,11.7340328539,0.0001730100,1,0.0000000000,0.0000000000,19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0100570628,1.0000000000,1,1,0.0000000000,0.0000000000
